Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-17,17:10,CNR9943791,Cancelled by Driver,CUST8149,Prime Plus,Brigade Road,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-30,10:03,CNR5619524,Cancelled by Driver,CUST4765,Prime Sedan,Horamavu,Banaswadi,,,0,,1,More than permitted people in there,0,,,,,
2026-03-02,00:59,CNR9374742,Success,CUST2655,Prime Plus,Jayanagar,Hennur,2.69,11.78,0,,0,,0,,397,2.57,3.8,4.2
2026-03-21,23:22,CNR3195398,Cancelled by Customer,CUST8343,Prime SUV,Electronic City,BTM Layout,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-06,14:50,CNR3089324,Success,CUST8869,Bike,Hebbal,Hennur,12.31,8.57,0,,0,,0,,208,13.76,4.9,3.3
2026-03-30,13:36,CNR3272534,Success,CUST1626,Auto,Koramangala,CV Raman Nagar,4.99,5.62,0,,0,,0,,954,10.79,4.5,4.4
2026-03-16,18:52,CNR3151787,Success,CUST1220,Prime Sedan,Yelahanka,Malleshwaram,11.98,5.03,0,,0,,0,,332,6.17,4.6,3.9
2026-03-22,15:35,CNR6379892,Incomplete,CUST6058,Auto,Bommanahalli,Brigade Road,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-30,23:43,CNR8835501,Success,CUST7807,Prime SUV,Nagawara,Bannerghatta Road,9.68,20.16,0,,0,,0,,1743,17.09,4,3.1
2026-03-09,22:38,CNR4945926,Cancelled by Customer,CUST5499,Prime SUV,Nagawara,Bellandur,,,1,AC is not working,0,,0,,,,,
2026-03-17,02:53,CNR4624439,Success,CUST3415,Bike,CV Raman Nagar,Banaswadi,5.93,18.72,0,,0,,0,,356,19.63,3.9,3
2026-03-23,11:26,CNR4591443,Success,CUST7384,Prime Sedan,Kadugodi,Kanakapura Road,5.71,20.44,0,,0,,0,,1194,15.69,3.2,3.2
2026-03-20,18:43,CNR2842107,Success,CUST3165,Prime Plus,Kadugodi,Richmond Town,5.04,21.49,0,,0,,0,,149,15.06,3.7,4.2
2026-03-12,20:16,CNR7451372,Success,CUST4983,eBike,Whitefield,Basavanagudi,10.5,7.1,0,,0,,0,,199,2.97,4.1,4
2026-03-02,15:15,CNR2031977,Cancelled by Driver,CUST2779,Prime Sedan,Sarjapur,Silk Board,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-12,05:38,CNR5115741,Success,CUST4937,Prime Sedan,Mahadevapura,Hennur,4.74,10.44,0,,0,,0,,55,14.44,4.6,5
2026-03-02,02:14,CNR1726475,Success,CUST4490,Mini,Peenya,Outer Ring Road,7.07,5.4,0,,0,,0,,126,12.91,3.5,4.1
2026-03-04,15:54,CNR1050184,Cancelled by Driver,CUST8074,Prime Plus,Nagawara,Basavanagudi,,,0,,1,Customer related issue,0,,,,,
2026-03-01,11:51,CNR3637938,Success,CUST2626,Prime SUV,Horamavu,Brigade Road,13.06,18.52,0,,0,,0,,314,7.68,3.5,3.5
2026-03-25,07:47,CNR8685783,Cancelled by Driver,CUST5840,Bike,Marathahalli,Brookefield,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-18,15:15,CNR8751312,Success,CUST2363,Mini,Yelahanka,Vijayanagar,3.93,7.08,0,,0,,0,,956,5.86,3.1,3.7
2026-03-23,05:33,CNR3133446,Incomplete,CUST7466,eBike,Frazer Town,Richmond Town,,,0,,0,,1,Other Issue,,,,
2026-03-12,03:48,CNR2888259,Cancelled by Driver,CUST1178,Mini,Devanahalli,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2026-03-14,08:04,CNR5810790,Incomplete,CUST1548,Prime Sedan,Banaswadi,Outer Ring Road,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-20,23:49,CNR4602097,Success,CUST5256,Mini,Airport Road,Hebbal,10.11,12.61,0,,0,,0,,880,10.48,3.3,4.6
2026-03-10,03:22,CNR2517290,Incomplete,CUST5418,Prime Sedan,Bommanahalli,Bannerghatta Road,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-23,07:35,CNR2299051,Incomplete,CUST9346,Prime SUV,Dasarahalli,CV Raman Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-16,07:14,CNR1985181,Success,CUST3106,Auto,KR Puram,HSR Layout,12.44,8.57,0,,0,,0,,381,7.24,4.1,4.1
2026-03-14,15:42,CNR1315015,Success,CUST8609,eBike,Ramamurthy Nagar,KR Puram,4.49,24.72,0,,0,,0,,210,1.07,4.9,3.3
2026-03-19,03:48,CNR3693633,Success,CUST3014,Bike,Sahakar Nagar,Brookefield,2.94,24.71,0,,0,,0,,132,11.1,3.9,4.3
2026-03-08,23:40,CNR3864041,Success,CUST8301,eBike,Outer Ring Road,Brookefield,6.4,14.05,0,,0,,0,,112,17.79,3.3,3.7
2026-03-06,01:30,CNR6992639,Cancelled by Driver,CUST9292,Mini,Devanahalli,Hennur,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-07,12:05,CNR7963373,Success,CUST4439,eBike,JP Nagar,Marathahalli,13.19,22.82,0,,0,,0,,759,21.67,4.5,3.1
2026-03-01,08:38,CNR1691345,Success,CUST8817,Prime Plus,Outer Ring Road,Frazer Town,6.77,7.95,0,,0,,0,,357,11.32,3.3,3.5
2026-03-16,06:41,CNR5468997,Cancelled by Driver,CUST3813,Prime Sedan,Bannerghatta Road,Nagawara,,,0,,1,More than permitted people in there,0,,,,,
2026-03-05,23:17,CNR5577677,Success,CUST3463,eBike,Bommanahalli,Brookefield,3.76,17.61,0,,0,,0,,381,6.91,4.9,4.4
2026-03-20,07:09,CNR8179614,Success,CUST9148,Bike,Bellandur,MG Road,9.16,9.11,0,,0,,0,,892,18.33,3.8,4.8
2026-03-07,15:56,CNR8059085,Success,CUST6622,Prime SUV,Peenya,Koramangala,7.86,20.06,0,,0,,0,,252,1.81,4.5,4.2
2026-03-07,18:44,CNR8675769,Success,CUST5171,Bike,Bannerghatta Road,Jayanagar,14.49,16.27,0,,0,,0,,568,15.38,3.6,4
2026-03-25,07:12,CNR9642627,Cancelled by Driver,CUST3357,Mini,BTM Layout,Dasarahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-13,08:10,CNR7242408,Success,CUST5830,Auto,Richmond Town,Brigade Road,2.41,24.91,0,,0,,0,,370,10.63,4.7,4.6
2026-03-09,01:54,CNR7468227,Success,CUST4064,Mini,Rajajinagar,Bannerghatta Road,11.18,14.61,0,,0,,0,,511,7.19,4.4,4.7
2026-03-14,05:16,CNR9716774,Cancelled by Driver,CUST7160,eBike,Dasarahalli,HSR Layout,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-05,18:56,CNR7422500,Incomplete,CUST2731,Mini,Airport Road,BTM Layout,,,0,,0,,1,Other Issue,,,,
2026-03-29,04:01,CNR4794081,Success,CUST6259,Prime Plus,Shivajinagar,Bannerghatta Road,12.86,10.77,0,,0,,0,,298,9.16,3.6,4.2
2026-03-11,08:58,CNR8734284,Cancelled by Driver,CUST2954,Auto,Marathahalli,Kanakapura Road,,,0,,1,Customer related issue,0,,,,,
2026-03-14,12:34,CNR7067210,Success,CUST3136,Prime SUV,Bommanahalli,Ramamurthy Nagar,2.66,5.96,0,,0,,0,,781,1.06,4.2,3.2
2026-03-04,05:14,CNR1730457,Cancelled by Driver,CUST9381,eBike,CV Raman Nagar,Peenya,,,0,,1,Customer related issue,0,,,,,
2026-03-25,19:16,CNR3012121,Incomplete,CUST1712,Prime SUV,Whitefield,ITPL,,,0,,0,,1,Customer Demand,,,,
2026-03-19,23:26,CNR7662021,Cancelled by Driver,CUST5087,Auto,Richmond Town,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-21,21:27,CNR2800785,Incomplete,CUST6269,Mini,JP Nagar,Yelahanka,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-21,13:50,CNR8403583,Success,CUST8347,Prime SUV,ITPL,Hebbal,11.35,10.22,0,,0,,0,,326,3.24,4.5,3.9
2026-03-30,05:48,CNR3613828,Success,CUST5229,Auto,Shivajinagar,KR Puram,12.27,5.87,0,,0,,0,,155,5.47,4.8,4.9
2026-03-19,22:52,CNR1600569,Cancelled by Driver,CUST1690,Prime Plus,Brookefield,BTM Layout,,,0,,1,More than permitted people in there,0,,,,,
2026-03-23,16:05,CNR2535853,Success,CUST6189,eBike,Ulsoor,Sarjapur,6.19,24.6,0,,0,,0,,653,5.85,4.6,3.5
2026-03-30,09:20,CNR9943042,Success,CUST6050,Mini,Peenya,Jayanagar,2.78,22.67,0,,0,,0,,497,11.32,3.2,4.9
2026-03-05,21:31,CNR9695257,Cancelled by Driver,CUST6749,Prime Plus,Hennur,Silk Board,,,0,,1,Customer related issue,0,,,,,
2026-03-12,14:16,CNR4448958,Success,CUST1865,Auto,KR Puram,Marathahalli,12.61,8,0,,0,,0,,434,18.69,4.4,4.7
2026-03-23,14:57,CNR5132130,Cancelled by Driver,CUST5205,Mini,Shivajinagar,Outer Ring Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-14,23:51,CNR8340145,Cancelled by Driver,CUST3800,Prime SUV,Bommanahalli,Jayanagar,,,0,,1,Customer related issue,0,,,,,
2026-03-26,22:48,CNR1791958,Success,CUST2426,Prime SUV,Yelahanka,JP Nagar,8.25,13.38,0,,0,,0,,139,21.11,4.8,3.6
2026-03-30,08:26,CNR5756236,Cancelled by Driver,CUST9249,Prime Sedan,Indiranagar,RR Nagar,,,0,,1,Customer related issue,0,,,,,
2026-03-29,13:26,CNR2264434,Cancelled by Driver,CUST2592,Mini,Basavanagudi,Domlur,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-04,21:06,CNR4450725,Cancelled by Customer,CUST1737,eBike,Anekal,Basavanagudi,,,1,Wrong Address,0,,0,,,,,
2026-03-24,03:29,CNR2572743,Success,CUST2766,Prime Sedan,Ulsoor,CV Raman Nagar,12.3,18.09,0,,0,,0,,72,7.67,4.9,3.4
2026-03-04,03:41,CNR1500485,Cancelled by Driver,CUST9432,Mini,Yelahanka,ITPL,,,0,,1,Customer related issue,0,,,,,
2026-03-12,14:41,CNR1395709,Success,CUST4024,Bike,Bannerghatta Road,ITPL,6.5,22.34,0,,0,,0,,418,12.16,3.7,4.5
2026-03-30,07:49,CNR4506917,Success,CUST9760,Prime SUV,Ulsoor,Anekal,14.85,20.08,0,,0,,0,,108,22.69,3.7,3
2026-03-30,09:34,CNR3315954,Cancelled by Customer,CUST8625,Prime SUV,BTM Layout,Frazer Town,,,1,AC is not working,0,,0,,,,,
2026-03-07,23:25,CNR7113442,Success,CUST2607,Bike,ITPL,Jayanagar,11.14,24,0,,0,,0,,416,10.2,3.1,3.4
2026-03-26,06:27,CNR5464873,Success,CUST9865,Prime Plus,BTM Layout,Kadugodi,14.06,22.11,0,,0,,0,,278,7.02,5,4.3
2026-03-26,08:31,CNR2513101,Incomplete,CUST9980,Auto,Indiranagar,Malleshwaram,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-18,02:15,CNR8363218,Success,CUST1159,Prime Plus,Outer Ring Road,HSR Layout,9.54,24.29,0,,0,,0,,235,12.63,3.9,4.1
2026-03-14,09:29,CNR9423567,Cancelled by Driver,CUST7423,Auto,Chandapura,RR Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-21,12:44,CNR9886782,Success,CUST7486,Auto,JP Nagar,HSR Layout,7.78,18.43,0,,0,,0,,80,16.92,3.1,3.4
2026-03-02,21:43,CNR5855716,Success,CUST3350,Prime SUV,RR Nagar,Horamavu,4.62,8.02,0,,0,,0,,404,23.79,3,4.8
2026-03-06,13:37,CNR5433777,Success,CUST5456,Bike,ITPL,Jayanagar,8.07,20.41,0,,0,,0,,682,19.14,4.2,3
2026-03-30,11:20,CNR1470825,Success,CUST2797,Prime Sedan,Devanahalli,Jayanagar,7.13,13.94,0,,0,,0,,291,21.2,4.7,3.2
2026-03-08,16:36,CNR4737909,Success,CUST3432,Prime Sedan,Bommanahalli,CV Raman Nagar,2.18,7.59,0,,0,,0,,588,17.72,3.3,4
2026-03-01,16:03,CNR9507651,Success,CUST9739,Auto,Chandapura,Chandapura,9.65,15.26,0,,0,,0,,1017,14.01,3.4,4.6
2026-03-07,22:15,CNR7095725,Success,CUST3822,Prime Sedan,CV Raman Nagar,Outer Ring Road,9,11.6,0,,0,,0,,109,6.57,4.9,5
2026-03-21,12:52,CNR1315029,Cancelled by Customer,CUST7659,Mini,Kadugodi,Whitefield,,,1,Wrong Address,0,,0,,,,,
2026-03-20,16:31,CNR3961894,Success,CUST4822,Prime SUV,Rajajinagar,Marathahalli,10.84,15.72,0,,0,,0,,102,8.63,3.7,4.5
2026-03-29,01:06,CNR1202914,Success,CUST1891,eBike,Kanakapura Road,Frazer Town,8.1,8.91,0,,0,,0,,590,19.81,4.4,4.2
2026-03-06,07:22,CNR8882801,Success,CUST2484,Mini,Anekal,KR Puram,14.71,17.48,0,,0,,0,,576,21.24,4.5,4.5
2026-03-20,06:58,CNR1502473,Success,CUST5551,Prime Plus,Indiranagar,Airport Road,5.93,12.36,0,,0,,0,,228,21.53,3.1,3.9
2026-03-07,22:25,CNR8278504,Incomplete,CUST5222,Mini,Yelahanka,HSR Layout,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-01,18:16,CNR7061020,Success,CUST4158,Prime Sedan,Horamavu,Kadugodi,5.7,23.68,0,,0,,0,,199,7.98,4.2,3.8
2026-03-15,08:31,CNR6040570,Incomplete,CUST4839,Prime Sedan,Banaswadi,HSR Layout,,,0,,0,,1,Customer Demand,,,,
2026-03-15,11:06,CNR1827700,Success,CUST8632,Auto,Shivajinagar,Indiranagar,2.73,22.86,0,,0,,0,,1016,15.98,4,4.5
2026-03-28,19:42,CNR9179525,Success,CUST7892,Mini,Frazer Town,Shivajinagar,7.47,16.61,0,,0,,0,,294,3.4,4.5,4.3
2026-03-02,22:23,CNR9124086,Cancelled by Driver,CUST8075,Mini,Brigade Road,Brigade Road,,,0,,1,Customer related issue,0,,,,,
2026-03-28,04:47,CNR4838456,Success,CUST6415,Mini,Frazer Town,Kanakapura Road,6.85,18.69,0,,0,,0,,1120,2.03,3.3,4.9
2026-03-25,04:57,CNR7887209,Incomplete,CUST2729,Mini,Electronic City,Banashankari,,,0,,0,,1,Other Issue,,,,
2026-03-26,10:16,CNR4010656,Cancelled by Customer,CUST1161,Bike,Sahakar Nagar,Airport Road,,,1,AC is not working,0,,0,,,,,
2026-03-11,06:44,CNR7707480,Success,CUST6653,eBike,Airport Road,Sahakar Nagar,5.05,7.12,0,,0,,0,,318,3.71,4.9,3.2
2026-03-08,19:53,CNR6049623,Cancelled by Driver,CUST6541,eBike,Chandapura,Hennur,,,0,,1,Customer related issue,0,,,,,
2026-03-05,22:59,CNR7450207,Success,CUST7653,eBike,Kanakapura Road,BTM Layout,10.22,22,0,,0,,0,,229,23.32,4.6,3.4
2026-03-05,20:20,CNR2796057,Success,CUST5875,Bike,Whitefield,Indiranagar,14.04,17.46,0,,0,,0,,220,2.65,4.8,4.7
2026-03-29,19:25,CNR5042257,Success,CUST5677,eBike,Domlur,KR Puram,6.82,13.74,0,,0,,0,,172,1.4,3,3.3
2026-03-22,23:33,CNR7835321,Success,CUST2294,Bike,Nagawara,Devanahalli,13.33,24.31,0,,0,,0,,106,10.84,4.9,4.4
2026-03-24,06:52,CNR9248841,Cancelled by Driver,CUST1784,Auto,Nagawara,Airport Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-02,23:52,CNR8019583,Incomplete,CUST2465,Prime Plus,Silk Board,Devanahalli,,,0,,0,,1,Customer Demand,,,,
2026-03-22,10:27,CNR4622512,Cancelled by Driver,CUST9251,Mini,Kanakapura Road,BTM Layout,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-27,19:34,CNR6131851,Success,CUST7676,Prime Sedan,Electronic City,Anekal,2.47,17.97,0,,0,,0,,408,9.34,3.1,3.4
2026-03-12,00:19,CNR9612751,Success,CUST4330,Mini,Indiranagar,Silk Board,13.18,6.69,0,,0,,0,,408,20.67,3.8,3.9
2026-03-25,19:52,CNR4313156,Cancelled by Driver,CUST8149,eBike,Hennur,Anekal,,,0,,1,Customer related issue,0,,,,,
2026-03-06,02:53,CNR9054396,Cancelled by Driver,CUST5836,Prime Plus,Airport Road,Electronic City,,,0,,1,More than permitted people in there,0,,,,,
2026-03-13,17:30,CNR6674997,Incomplete,CUST3899,Bike,Brigade Road,Banaswadi,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-10,14:20,CNR4623277,Incomplete,CUST6409,Bike,Hennur,Bannerghatta Road,,,0,,0,,1,Customer Demand,,,,
2026-03-23,06:21,CNR5228610,Success,CUST1997,Mini,Richmond Town,Dasarahalli,13.04,17.66,0,,0,,0,,940,18.56,3.2,4.7
2026-03-16,20:44,CNR2326327,Success,CUST9231,Prime SUV,Koramangala,Yelahanka,9.14,22.26,0,,0,,0,,272,2.9,4.5,4.9
2026-03-02,13:36,CNR7009600,Success,CUST2111,eBike,JP Nagar,CV Raman Nagar,8.09,17.51,0,,0,,0,,60,6.04,4.6,4.9
2026-03-22,13:48,CNR5349574,Cancelled by Driver,CUST3383,Prime Plus,Dasarahalli,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-19,01:42,CNR1759839,Success,CUST5899,Prime Sedan,Peenya,Dasarahalli,13.21,7.39,0,,0,,0,,297,7.51,3.3,3.3
2026-03-12,22:23,CNR7153112,Cancelled by Driver,CUST2473,Mini,Chandapura,JP Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-30,04:00,CNR9516081,Success,CUST9264,Prime Sedan,Ulsoor,Malleshwaram,2.71,24.86,0,,0,,0,,64,7.64,4.3,3.6
2026-03-04,10:49,CNR3018712,Success,CUST9007,Prime Sedan,Domlur,Sahakar Nagar,12.03,10.2,0,,0,,0,,374,20.07,4.8,4.5
2026-03-18,06:20,CNR7420188,Success,CUST9841,Auto,Outer Ring Road,Sarjapur,5.52,24.13,0,,0,,0,,919,4.55,4.5,3.3
2026-03-20,15:11,CNR3868042,Cancelled by Driver,CUST5695,Mini,Anekal,BTM Layout,,,0,,1,Customer related issue,0,,,,,
2026-03-13,19:52,CNR2183402,Success,CUST3333,Auto,Rajajinagar,Peenya,6.08,21.06,0,,0,,0,,344,1.68,4.7,3.7
2026-03-12,09:20,CNR5565200,Success,CUST2455,Prime Plus,Yelahanka,Vijayanagar,6.13,14.99,0,,0,,0,,446,8.57,3.2,3.3
2026-03-24,07:16,CNR8234883,Success,CUST7156,eBike,Yelahanka,Shivajinagar,14.88,14.03,0,,0,,0,,952,9.47,3.9,4.9
2026-03-20,18:25,CNR9816054,Success,CUST7491,Bike,Nagawara,Frazer Town,4.78,17.1,0,,0,,0,,982,8.08,4.5,4.7
2026-03-18,09:43,CNR6557470,Success,CUST1167,eBike,Bommanahalli,KR Puram,6.1,19.62,0,,0,,0,,438,16.83,3.3,3
2026-03-10,18:54,CNR1512251,Cancelled by Driver,CUST5709,Prime Sedan,Shivajinagar,Bannerghatta Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-14,08:27,CNR3885214,Success,CUST6531,Prime SUV,Outer Ring Road,Ramamurthy Nagar,10.72,11.79,0,,0,,0,,1132,11.84,4.1,3.3
2026-03-16,22:10,CNR6589165,Cancelled by Driver,CUST9236,Auto,Electronic City,JP Nagar,,,0,,1,Customer related issue,0,,,,,
2026-03-26,04:38,CNR6946185,Success,CUST3634,Prime SUV,Hennur,Banaswadi,14.17,17.54,0,,0,,0,,580,16.43,4,4.3
2026-03-09,23:03,CNR3540283,Success,CUST9300,Bike,Jayanagar,Koramangala,3.84,21.31,0,,0,,0,,497,20.82,4.9,4
2026-03-09,21:01,CNR9444698,Success,CUST9222,Auto,KR Puram,Hebbal,3.94,17.76,0,,0,,0,,207,21,4.8,3.4
2026-03-17,04:59,CNR6435485,Success,CUST3654,Mini,Outer Ring Road,JP Nagar,4.1,7.9,0,,0,,0,,861,22.93,3.1,3.6
2026-03-14,01:29,CNR5371759,Success,CUST5435,Auto,Kalyan Nagar,Ramamurthy Nagar,13.76,8.24,0,,0,,0,,229,5.59,3.9,3.6
2026-03-18,13:04,CNR8436650,Success,CUST9941,Prime SUV,Outer Ring Road,Malleshwaram,7.27,7.57,0,,0,,0,,453,21.04,4.1,4.9
2026-03-20,17:37,CNR1257287,Cancelled by Driver,CUST8737,Prime Sedan,MG Road,Shivajinagar,,,0,,1,Customer related issue,0,,,,,
2026-03-18,02:04,CNR2903929,Incomplete,CUST7684,Bike,Yelahanka,Bommanahalli,,,0,,0,,1,Other Issue,,,,
2026-03-24,05:28,CNR2973447,Incomplete,CUST6878,Bike,Hennur,Sarjapur,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-11,08:18,CNR7916335,Success,CUST6560,Mini,Kanakapura Road,Bommanahalli,2.51,11.11,0,,0,,0,,362,1.23,3.6,4.1
2026-03-06,14:18,CNR5026122,Success,CUST6113,Prime Plus,Malleshwaram,Ramamurthy Nagar,13.23,24.93,0,,0,,0,,424,17.88,3.2,5
2026-03-22,22:30,CNR5228256,Success,CUST6776,Prime Plus,Jayanagar,Outer Ring Road,13.14,10.88,0,,0,,0,,430,21.24,4.2,5
2026-03-09,16:43,CNR1821060,Success,CUST1298,Mini,Jayanagar,Frazer Town,6.32,8.71,0,,0,,0,,458,12.27,4.8,4.4
2026-03-04,19:41,CNR5467718,Incomplete,CUST2412,eBike,ITPL,Hebbal,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-17,01:56,CNR5277928,Success,CUST2064,Bike,Bellandur,JP Nagar,9.05,17.19,0,,0,,0,,953,1.17,4.5,4.4
2026-03-28,07:15,CNR7054815,Success,CUST6997,Mini,Indiranagar,Jayanagar,4.35,24.8,0,,0,,0,,61,20.69,4.9,4.8
2026-03-27,23:13,CNR1803418,Success,CUST9652,Bike,Sahakar Nagar,Brookefield,9.78,20.67,0,,0,,0,,557,16.88,3.4,4.1
2026-03-06,19:22,CNR6075848,Incomplete,CUST1513,eBike,Ulsoor,Chandapura,,,0,,0,,1,Customer Demand,,,,
2026-03-05,05:28,CNR4803288,Success,CUST1818,Prime Sedan,Kanakapura Road,Horamavu,7.09,15.34,0,,0,,0,,104,2.4,3.7,4.8
2026-03-29,23:57,CNR5375495,Success,CUST3324,Prime Plus,Anekal,Dasarahalli,14.54,22.33,0,,0,,0,,720,14.51,4.3,3.5
2026-03-01,18:34,CNR6416510,Success,CUST2009,eBike,HSR Layout,Jayanagar,13.04,9.47,0,,0,,0,,1188,15.27,3.1,4.6
2026-03-17,00:44,CNR9764412,Success,CUST3223,Auto,Bannerghatta Road,Kalyan Nagar,9.21,15.77,0,,0,,0,,511,8.49,3.9,4.9
2026-03-21,11:13,CNR8974555,Cancelled by Customer,CUST9400,Auto,Yelahanka,HSR Layout,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-07,01:58,CNR7665378,Success,CUST2549,Prime Sedan,Brigade Road,Marathahalli,6.62,14.31,0,,0,,0,,669,19.75,3,4.2
2026-03-19,14:28,CNR7470200,Incomplete,CUST5756,Mini,Horamavu,Brookefield,,,0,,0,,1,Customer Demand,,,,
2026-03-02,06:43,CNR1877998,Success,CUST8452,Prime Sedan,Mahadevapura,Peenya,14.96,22.22,0,,0,,0,,61,14.78,4.2,3.7
2026-03-18,19:09,CNR9125632,Success,CUST7902,eBike,Rajajinagar,Electronic City,3.72,24.95,0,,0,,0,,624,14.85,4.8,4.8
2026-03-29,11:48,CNR5819097,Success,CUST9409,Prime SUV,Bannerghatta Road,Kalyan Nagar,2.07,22.35,0,,0,,0,,130,3.28,3,3.5
2026-03-16,14:11,CNR3249283,Cancelled by Customer,CUST8598,Mini,JP Nagar,Jayanagar,,,1,Change of plans,0,,0,,,,,
2026-03-09,03:47,CNR9385402,Success,CUST1250,Auto,Ramamurthy Nagar,Bellandur,5.81,21.55,0,,0,,0,,966,19.11,4.2,4.5
2026-03-10,03:15,CNR8769799,Success,CUST5608,Auto,Indiranagar,Anekal,2.53,12.14,0,,0,,0,,244,10.4,4.7,4
2026-03-08,18:01,CNR3539926,Success,CUST2882,Prime SUV,Horamavu,Koramangala,9.97,19.82,0,,0,,0,,648,20.75,3.5,4.7
2026-03-04,14:39,CNR2800628,Success,CUST5184,Prime SUV,Bellandur,JP Nagar,9.36,24.89,0,,0,,0,,1841,1.32,4.4,3.1
2026-03-23,18:12,CNR2146914,Success,CUST9457,Mini,Domlur,Basavanagudi,2.07,17.61,0,,0,,0,,819,18.73,4.3,4.9
2026-03-08,00:54,CNR9042332,Success,CUST6828,Auto,Rajajinagar,Outer Ring Road,8.95,21.8,0,,0,,0,,625,21.67,4.1,3.1
2026-03-21,17:07,CNR9959601,Cancelled by Customer,CUST8282,Mini,JP Nagar,Domlur,,,1,AC is not working,0,,0,,,,,
2026-03-25,16:30,CNR9120982,Incomplete,CUST4762,Bike,Vijayanagar,Jayanagar,,,0,,0,,1,Other Issue,,,,
2026-03-18,19:21,CNR6348372,Incomplete,CUST4824,Mini,Marathahalli,Bommanahalli,,,0,,0,,1,Other Issue,,,,
2026-03-06,11:26,CNR6020774,Incomplete,CUST5837,Prime Plus,Hebbal,Banaswadi,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-01,10:25,CNR6178044,Success,CUST4957,Auto,Ulsoor,Mahadevapura,2.39,22.7,0,,0,,0,,61,1.23,3.4,4.2
2026-03-24,07:18,CNR2968163,Cancelled by Driver,CUST1183,eBike,Ulsoor,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-20,14:46,CNR3399110,Success,CUST4532,Mini,Frazer Town,RR Nagar,5.9,23.85,0,,0,,0,,77,7.66,4.2,4
2026-03-30,09:55,CNR1655234,Success,CUST5259,Auto,Mahadevapura,KR Puram,10.19,21.58,0,,0,,0,,73,20.59,3.5,3.6
2026-03-12,15:09,CNR3762414,Cancelled by Driver,CUST4464,Prime SUV,Horamavu,Brookefield,,,0,,1,More than permitted people in there,0,,,,,
2026-03-03,08:56,CNR5189996,Success,CUST1390,Mini,Hennur,KR Puram,7.54,10.1,0,,0,,0,,789,18.38,3.4,3.6
2026-03-05,09:24,CNR6712911,Success,CUST3743,Prime SUV,Kalyan Nagar,Kanakapura Road,11.6,15.24,0,,0,,0,,144,14.94,3.9,3.1
2026-03-09,02:16,CNR6137503,Success,CUST5771,Prime SUV,Bannerghatta Road,Jayanagar,2.11,21.91,0,,0,,0,,211,22.18,3.6,3.3
2026-03-07,23:04,CNR1832144,Success,CUST4473,Prime Plus,MG Road,BTM Layout,11.65,22.75,0,,0,,0,,439,7.46,3.2,3.8
2026-03-19,21:42,CNR7923199,Incomplete,CUST7651,Mini,KR Puram,Rajajinagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-24,08:08,CNR9960404,Success,CUST3772,Prime SUV,Kanakapura Road,Hebbal,9.36,21.15,0,,0,,0,,108,15.51,3.1,3.4
2026-03-22,17:15,CNR6791857,Success,CUST4651,eBike,Brookefield,Domlur,5.75,12.35,0,,0,,0,,63,22.81,3.3,4.8
2026-03-09,13:06,CNR3784661,Incomplete,CUST2423,eBike,Kanakapura Road,Kalyan Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-29,21:46,CNR8366079,Success,CUST9060,eBike,Whitefield,Frazer Town,12.77,22.16,0,,0,,0,,591,6,3.1,4.5
